TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
31182,species,eaywag,avibase-5487B650,Eastern Yellow Wagtail,Motacilla tschutschensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31183,issf,eaywag2,avibase-15761CE3,Eastern Yellow Wagtail (Eastern),Motacilla tschutschensis tschutschensis/plexa,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag
31186,issf,weywag8,avibase-C28B85E3,Eastern Yellow Wagtail (Green-headed),Motacilla tschutschensis taivana,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag
31187,issf,weywag9,avibase-48DA6CA9,Eastern Yellow Wagtail (Manchurian),Motacilla tschutschensis macronyx,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag
31188,slash,y00597,avibase-1F56DC34,Western/Eastern Yellow Wagtail,Motacilla flava/tschutschensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31189,species,citwag,avibase-5B0295C1,Citrine Wagtail,Motacilla citreola,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31190,issf,citwag1,avibase-AC71581E,Citrine Wagtail (Gray-backed),Motacilla citreola citreola/werae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,citwag
31193,issf,citwag2,avibase-F1E6C2D1,Citrine Wagtail (Black-backed),Motacilla citreola calcarata,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,citwag
31194,hybrid,x00934,avibase-C3BFB1B2,Western Yellow x Citrine Wagtail (hybrid),Motacilla flava x citreola,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31195,slash,y00429,avibase-B94F805B,Eastern Yellow/Citrine Wagtail,Motacilla tschutschensis/citreola,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31196,species,whbwag1,avibase-F75CF94C,White-browed Wagtail,Motacilla maderaspatensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31197,species,mekwag1,avibase-FE9D807D,Mekong Wagtail,Motacilla samveasnae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31198,species,japwag1,avibase-B9F2A8B6,Japanese Wagtail,Motacilla grandis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31199,species,afpwag1,avibase-CE7D41A6,African Pied Wagtail,Motacilla aguimp,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31202,species,whiwag,avibase-400E032C,White Wagtail,Motacilla alba,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31203,issf,whiwag1,avibase-80A3185D,White Wagtail (White-faced),Motacilla alba alba/dukhunensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31206,issf,whiwag3,avibase-34B07766,White Wagtail (British),Motacilla alba yarrellii,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31207,issf,whiwag2,avibase-79C9C30A,White Wagtail (ocularis),Motacilla alba ocularis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31208,issf,whiwag4,avibase-24956ECB,White Wagtail (Moroccan),Motacilla alba subpersonata,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31209,issf,whiwag5,avibase-60C6206B,White Wagtail (Masked),Motacilla alba personata,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31210,issf,whiwag7,avibase-78CA82B4,White Wagtail (Transbaikalian),Motacilla alba baicalensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31211,form,whiwag11,avibase-1872BB51,White Wagtail (White-faced/Transbaikalian),Motacilla alba alba/dukhunensis/baicalensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31212,issf,bkbwag,avibase-0C6E6012,White Wagtail (Black-backed),Motacilla alba lugens,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31213,form,whiwag13,avibase-7EC121FE,White Wagtail (ocularis/Black-backed),Motacilla alba ocularis/lugens,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31214,issf,whiwag8,avibase-AD5998C2,White Wagtail (Chinese),Motacilla alba leucopsis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31215,intergrade,whiwag14,avibase-53E99627,White Wagtail (Black-backed x Chinese),Motacilla alba lugens x leucopsis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31216,issf,whiwag6,avibase-3836EDE3,White Wagtail (Hodgson's),Motacilla alba alboides,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31217,intergrade,whiwag12,avibase-96A06F81,White Wagtail (Chinese x Hodgson's),Motacilla alba leucopsis x alboides,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,whiwag
31218,slash,y00917,avibase-9A4A7B69,White-browed/White Wagtail,Motacilla maderaspatensis/alba,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31219,spuh,wagtai1,avibase-F8FCE84A,wagtail sp.,Motacilla sp.,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31220,species,auspip2,avibase-E353F8BD,Australian Pipit,Anthus australis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31226,species,auspip3,avibase-74C96ABE,New Zealand Pipit,Anthus novaeseelandiae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31231,species,ricpip1,avibase-41ECD10E,Richard's Pipit,Anthus richardi,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31237,species,oripip1,avibase-57A0C80B,Paddyfield Pipit,Anthus rufulus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31244,slash,y00918,avibase-306D9382,Richard's/Paddyfield Pipit,Anthus richardi/rufulus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31245,species,afrpip1,avibase-0D7CC717,African Pipit,Anthus cinnamomeus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31246,issf,afrpip2,avibase-29A6C2E1,African Pipit (Cameroon),Anthus cinnamomeus camaroonensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,afrpip1
31247,issf,afrpip3,avibase-854153E8,African Pipit (Yemen),Anthus cinnamomeus eximius,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,afrpip1
31248,issf,afrpip4,avibase-CE117986,African Pipit (African),Anthus cinnamomeus [cinnamomeus Group],Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,afrpip1
31259,issf,jacpip1,avibase-9D49AF5D,African Pipit (Jackson's),Anthus cinnamomeus latistriatus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,afrpip1
31260,issf,afrpip5,avibase-A3F14378,African Pipit (Etosha),Anthus cinnamomeus grotei,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,afrpip1
31261,species,moupip1,avibase-B855F1E4,Mountain Pipit,Anthus hoeschi,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31262,species,woopip1,avibase-C21A0347,Woodland Pipit,Anthus nyassae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31267,species,lobpip1,avibase-ECFF22D2,Long-billed Pipit,Anthus similis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31268,issf,lobpip3,avibase-3E3E0327,Long-billed Pipit (West African),Anthus similis bannermani,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31269,issf,lobpip4,avibase-432E1605,Long-billed Pipit (Middle Eastern),Anthus similis captus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31270,issf,lobpip5,avibase-0F91A78F,Long-billed Pipit (Arabian),Anthus similis arabicus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31271,issf,lobpip6,avibase-2387AB04,Long-billed Pipit (Socotra),Anthus similis sokotrae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31272,issf,lobpip2,avibase-28BE1D24,Long-billed Pipit (Nairobi),Anthus similis chyuluensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31273,issf,lobpip25,avibase-429FF689,Long-billed Pipit (East African),Anthus similis [nivescens Group],Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31279,issf,lobpip8,avibase-8A74B2CF,Long-billed Pipit (Persian),Anthus similis jerdoni/decaptus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31282,issf,lobpip9,avibase-1C11C12F,Long-billed Pipit (Indian),Anthus similis similis/travancoriensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31285,issf,lobpip10,avibase-A9F2C2B4,Long-billed Pipit (Burmese),Anthus similis yamethini,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,lobpip1
31286,species,lobpip7,avibase-3A1FA0A7,Nicholson's Pipit,Anthus nicholsoni,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31292,species,blypip1,avibase-9F65782F,Blyth's Pipit,Anthus godlewskii,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31293,slash,y01013,avibase-F2C3F8E2,Richard's/Blyth's Pipit,Anthus richardi/godlewskii,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31294,species,tawpip1,avibase-250CDA58,Tawny Pipit,Anthus campestris,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31295,species,plbpip1,avibase-ECC3F122,Plain-backed Pipit,Anthus leucophrys,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31305,species,bufpip1,avibase-3BC778CE,Buffy Pipit,Anthus vaalensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31312,species,lolpip1,avibase-1DD0949C,Long-legged Pipit,Anthus pallidiventris,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31315,species,nilpip1,avibase-9E5537A4,Nilgiri Pipit,Anthus nilghiriensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31316,species,uplpip1,avibase-E097F2EC,Upland Pipit,Anthus sylvanus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31317,species,berpip1,avibase-B17CFF22,Berthelot's Pipit,Anthus berthelotii,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31320,species,malpip1,avibase-D8A51184,Malindi Pipit,Anthus melindae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31323,species,strpip1,avibase-C69E0E28,Striped Pipit,Anthus lineiventris,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31326,species,yetpip1,avibase-56CB3F84,Yellow-tufted Pipit,Anthus crenatus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31327,species,rtweye1,avibase-BF2ABEE9,Madanga,Anthus ruficollis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31328,species,alppip1,avibase-183DFD8A,Alpine Pipit,Anthus gutturalis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31332,species,meapip1,avibase-14873249,Meadow Pipit,Anthus pratensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31335,species,rospip1,avibase-6137BE25,Rosy Pipit,Anthus roseatus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31336,species,trepip,avibase-365F5E97,Tree Pipit,Anthus trivialis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31339,slash,y00672,avibase-E423CA08,Meadow/Tree Pipit,Anthus pratensis/trivialis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31340,species,olbpip,avibase-25F7AF65,Olive-backed Pipit,Anthus hodgsoni,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31343,slash,y00758,avibase-852BD07B,Tree/Olive-backed Pipit,Anthus trivialis/hodgsoni,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31344,species,pecpip,avibase-9DC4CC54,Pechora Pipit,Anthus gustavi,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31345,issf,pecpip1,avibase-F6E9B98B,Pechora Pipit (Pechora),Anthus gustavi gustavi/stejnegeri,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,pecpip
31348,issf,pecpip2,avibase-A62C5A6D,Pechora Pipit (Menzbier's),Anthus gustavi menzbieri,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,pecpip
31349,species,retpip,avibase-319D044A,Red-throated Pipit,Anthus cervinus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31350,species,watpip1,avibase-0A3FA185,Water Pipit,Anthus spinoletta,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31351,issf,watpip2,avibase-56C9EDEE,Water Pipit (Western),Anthus spinoletta spinoletta,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,watpip1
31352,issf,watpip3,avibase-971874C7,Water Pipit (Caucasian),Anthus spinoletta coutellii,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,watpip1
31353,issf,watpip4,avibase-B7B92F8C,Water Pipit (Blakiston's),Anthus spinoletta blakistoni,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,watpip1
31354,slash,y00671,avibase-DBDDA747,Meadow/Water Pipit,Anthus pratensis/spinoletta,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31355,species,rocpip1,avibase-E1CBB1C2,Rock Pipit,Anthus petrosus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31356,issf,rocpip3,avibase-4BA28084,Rock Pipit (Western),Anthus petrosus petrosus/kleinschmidti,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,rocpip1
31359,issf,rocpip2,avibase-7A9692A4,Rock Pipit (Eastern),Anthus petrosus littoralis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,rocpip1
31360,slash,y00759,avibase-944F0B61,Water/Rock Pipit,Anthus spinoletta/petrosus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31361,species,amepip,avibase-8F268682,American Pipit,Anthus rubescens,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31362,issf,sibpip1,avibase-CEF9CA9D,American Pipit (japonicus),Anthus rubescens japonicus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,amepip
31363,issf,amepip2,avibase-CDA2E56B,American Pipit (rubescens Group),Anthus rubescens [rubescens Group],Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,amepip
31367,slash,y00760,avibase-5E37B771,Water/American Pipit,Anthus spinoletta/rubescens,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31368,species,sprpip,avibase-BF380B5D,Sprague's Pipit,Anthus spragueii,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31369,species,yelpip2,avibase-5CAA1EA8,Yellowish Pipit,Anthus chii,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31372,species,yelpip3,avibase-3FAE5E4B,Peruvian Pipit,Anthus peruvianus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31373,species,shbpip3,avibase-19455D26,Puna Pipit,Anthus brevirostris,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31374,species,shbpip1,avibase-5F1CEF93,Short-billed Pipit,Anthus furcatus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31375,slash,y01212,avibase-8DAF3F7F,Puna/Short-billed Pipit,Anthus brevirostris/furcatus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31376,species,chapip1,avibase-4E83271D,Pampas Pipit,Anthus chacoensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31377,species,corpip1,avibase-0E627EF1,Correndera Pipit,Anthus correndera,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31378,issf,corpip2,avibase-36B5C0F7,Correndera Pipit (Correndera),Anthus correndera [correndera Group],Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,corpip1
31383,issf,corpip3,avibase-CE09404D,Correndera Pipit (Falklands),Anthus correndera grayi,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,corpip1
31384,species,sogpip1,avibase-AAA4D21C,South Georgia Pipit,Anthus antarcticus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31385,species,ocbpip1,avibase-28F81C1C,Ochre-breasted Pipit,Anthus nattereri,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31386,species,helpip1,avibase-D46D5344,Hellmayr's Pipit,Anthus hellmayri,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31390,species,parpip1,avibase-5FC6B003,Paramo Pipit,Anthus bogotensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31391,issf,parpip2,avibase-40D01488,Paramo Pipit (meridae),Anthus bogotensis meridae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,parpip1
31392,issf,parpip3,avibase-A7BD729F,Paramo Pipit (bogotensis Group),Anthus bogotensis [bogotensis Group],Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,parpip1
31396,species,shtpip1,avibase-E6629C69,Short-tailed Pipit,Anthus brachyurus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31399,species,buspip1,avibase-4C7B3D81,Bush Pipit,Anthus caffer,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31405,species,sokpip1,avibase-19489268,Sokoke Pipit,Anthus sokokensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31406,spuh,pipit1,avibase-AD6E9B95,pipit sp.,Anthus sp.,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31407,species,golpip1,avibase-B9104F62,Golden Pipit,Tmetothylacus tenellus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31408,species,yebpip2,avibase-71F12B23,Yellow-breasted Pipit,Hemimacronyx chloris,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31409,species,shalon1,avibase-FED54E53,Sharpe's Longclaw,Macronyx sharpei,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31410,species,ortlon1,avibase-CA742F9D,Orange-throated Longclaw,Macronyx capensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31414,species,yetlon1,avibase-0D9BFED1,Yellow-throated Longclaw,Macronyx croceus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31415,species,fuelon2,avibase-14CFB78A,Fülleborn's Longclaw,Macronyx fuelleborni,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31418,species,abylon1,avibase-05AE5DFF,Abyssinian Longclaw,Macronyx flavicollis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31419,species,panlon1,avibase-F774B577,Pangani Longclaw,Macronyx aurantiigula,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31420,species,rotlon1,avibase-70129CB1,Rosy-throated Longclaw,Macronyx ameliae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31424,species,grilon1,avibase-E05608A4,Grimwood's Longclaw,Macronyx grimwoodi,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
